"","CommonName","SamplingEventIdentifier","SurveyAreaIdentifier","RouteIdentifier","Locality","SiteCode","collection","survey_day","survey_month","survey_year","survey_week","ProtocolCode","CollectorNumber","EffortUnits1","EffortMeasurement1","EffortUnits3","EffortMeasurement3","EffortUnits5","EffortMeasurement5","EffortUnits11","EffortMeasurement11","EffortUnits14","EffortMeasurement14","species_id","ScientificName","latitude","longitude","bcr","StateProvince","ObservationDescriptor","ObservationCount","ObservationDescriptor2","ObservationCount2","ObservationDescriptor3","ObservationCount3","date","doy","nstop","ObservationCount1"
"22","Barred Owl","ATOWLS-70518-4","100751","NB031","NB031-4","NB031-4","ATOWLS",18,4,2017,3,"37",1051830,"WindBeaufortStart",0,"TemperatureCelciusStart",13,"Precipitation",0,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",45.464359,-66.19104,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-04-18,108,10,0
"23","Barred Owl","ATOWLS-70521-2","100959","NB052","NB052-2","NB052-2","ATOWLS",12,5,2017,2,"37",1030370,"WindBeaufortStart",1,"TemperatureCelciusStart",10,"Precipitation",0,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",45.63464,-65.241028,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-05-12,132,10,0
"24","Barred Owl","ATOWLS-70476-7","101374","NB094","NB094-7","NB094-7","ATOWLS",20,5,2017,3,"37",1030122,"WindBeaufortStart",0,"TemperatureCelciusStart",4,"Precipitation",0,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",47.451389,-67.876762,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",1,2017-05-20,140,10,1
"25","Barred Owl","ATOWLS-70518-7","100754","NB031","NB031-7","NB031-7","ATOWLS",18,4,2017,3,"37",1051830,"WindBeaufortStart",0,"TemperatureCelciusStart",13,"Precipitation",0,"NoiseLevel",2,"Repeat",NA,7590,"Strix varia",45.50811,-66.152061,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-04-18,108,10,0
"26","Barred Owl","ATOWLS-70521-6","100963","NB052","NB052-6","NB052-6","ATOWLS",12,5,2017,2,"37",1030370,"WindBeaufortStart",1,"TemperatureCelciusStart",10,"Precipitation",0,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",45.58086,-65.292526,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-05-12,132,10,0
"27","Barred Owl","ATOWLS-70504-10","101277","NB083","NB083-10","NB083-10","ATOWLS",27,5,2017,4,"37",1030122,"WindBeaufortStart",2,"TemperatureCelciusStart",13,"Precipitation",0,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",47.43042,-67.519638,14,"NB","TotalCount",1,"1st Min.",1,"2nd Min.",1,2017-05-27,147,10,1
"28","Barred Owl","ATOWLS-70522-7","100744","NB030","NB030-7","NB030-7","ATOWLS",4,4,2017,1,"37",1051830,"WindBeaufortStart",NA,"TemperatureCelciusStart",NA,"Precipitation",NA,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",45.406471,-66.161507,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-04-04,94,10,0
"29","Barred Owl","ATOWLS-70522-10","100747","NB030","NB030-10","NB030-10","ATOWLS",4,4,2017,1,"37",1051830,"WindBeaufortStart",NA,"TemperatureCelciusStart",NA,"Precipitation",NA,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",45.36372,-66.211456,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-04-04,94,10,0
"30","Barred Owl","ATOWLS-70480-6","101383","NB096","NB096-6","NB096-6","ATOWLS",12,5,2017,2,"37",1030122,"WindBeaufortStart",2,"TemperatureCelciusStart",12,"Precipitation",0,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",47.24213,-67.494537,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",1,2017-05-12,132,10,1
"31","Barred Owl","ATOWLS-70480-7","101384","NB096","NB096-7","NB096-7","ATOWLS",12,5,2017,2,"37",1030122,"WindBeaufortStart",2,"TemperatureCelciusStart",12,"Precipitation",0,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",47.22541,-67.484573,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-05-12,132,10,0
"32","Barred Owl","ATOWLS-70522-7","100744","NB030","NB030-7","NB030-7","ATOWLS",4,4,2017,1,"37",1051830,"WindBeaufortStart",NA,"TemperatureCelciusStart",NA,"Precipitation",NA,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",45.406471,-66.161507,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-04-04,94,10,0
"33","Barred Owl","ATOWLS-70522-8","100745","NB030","NB030-8","NB030-8","ATOWLS",4,4,2017,1,"37",1051830,"WindBeaufortStart",NA,"TemperatureCelciusStart",NA,"Precipitation",NA,"NoiseLevel",2,"Repeat",NA,7590,"Strix varia",45.387009,-66.181511,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-04-04,94,10,0
"34","Barred Owl","ATOWLS-70480-6","101383","NB096","NB096-6","NB096-6","ATOWLS",12,5,2017,2,"37",1030122,"WindBeaufortStart",2,"TemperatureCelciusStart",12,"Precipitation",0,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",47.24213,-67.494537,14,"NB","TotalCount",1,"1st Min.",1,"2nd Min.",1,2017-05-12,132,10,1
"35","Barred Owl","ATOWLS-70521-10","100967","NB052","NB052-10","NB052-10","ATOWLS",12,5,2017,2,"37",1030370,"WindBeaufortStart",1,"TemperatureCelciusStart",10,"Precipitation",0,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",45.568001,-65.371361,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-05-12,132,10,0
"36","Barred Owl","ATOWLS-70522-7","100744","NB030","NB030-7","NB030-7","ATOWLS",4,4,2017,1,"37",1051830,"WindBeaufortStart",NA,"TemperatureCelciusStart",NA,"Precipitation",NA,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",45.406471,-66.161507,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-04-04,94,10,0
"37","Barred Owl","ATOWLS-85333-1","101238","NB080","NB080-1","NB080-1","ATOWLS",4,5,2017,1,"37",1051847,"WindBeaufortStart",3,"TemperatureCelciusStart",12,"Precipitation",0,"NoiseLevel",2,"Repeat",NA,7590,"Strix varia",45.77499,-66.089348,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-05-04,124,10,0
"38","Barred Owl","ATOWLS-70518-6","100753","NB031","NB031-6","NB031-6","ATOWLS",18,4,2017,3,"37",1051830,"WindBeaufortStart",0,"TemperatureCelciusStart",13,"Precipitation",0,"NoiseLevel",2,"Repeat",NA,7590,"Strix varia",45.496899,-66.154999,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-04-18,108,10,0
"39","Barred Owl","ATOWLS-70522-8","100745","NB030","NB030-8","NB030-8","ATOWLS",4,4,2017,1,"37",1051830,"WindBeaufortStart",NA,"TemperatureCelciusStart",NA,"Precipitation",NA,"NoiseLevel",2,"Repeat",NA,7590,"Strix varia",45.387009,-66.181511,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-04-04,94,10,0
"40","Barred Owl","ATOWLS-71097-6","100973","NB053","NB053-6","NB053-6","ATOWLS",16,5,2017,2,"37",1030085,"WindBeaufortStart",0,"TemperatureCelciusStart",17,"Precipitation",0,"NoiseLevel",2,"Repeat",NA,7590,"Strix varia",45.69997,-65.746887,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-05-16,136,10,0
"41","Barred Owl","ATOWLS-85330-4","101041","NB060","NB060-4","NB060-4","ATOWLS",30,4,2017,4,"37",1077609,"WindBeaufortStart",1,"TemperatureCelciusStart",6,"Precipitation",0,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",46.273991,-64.862038,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-04-30,120,10,0
"42","Barred Owl","ATOWLS-85331-3","100670","NB023","NB023-3","NB023-3","ATOWLS",13,5,2017,2,"37",1030368,"WindBeaufortStart",0,"TemperatureCelciusStart",11,"Precipitation",0,"NoiseLevel",2,"Repeat",NA,7590,"Strix varia",46.229,-66.952087,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-05-13,133,10,0
"43","Barred Owl","ATOWLS-85333-3","101240","NB080","NB080-3","NB080-3","ATOWLS",4,5,2017,1,"37",1051847,"WindBeaufortStart",3,"TemperatureCelciusStart",12,"Precipitation",0,"NoiseLevel",4,"Repeat",NA,7590,"Strix varia",45.742352,-66.086708,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-05-04,124,10,0
"44","Barred Owl","ATOWLS-85333-4","101241","NB080","NB080-4","NB080-4","ATOWLS",4,5,2017,1,"37",1051847,"WindBeaufortStart",3,"TemperatureCelciusStart",12,"Precipitation",0,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",45.728378,-66.071518,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-05-04,124,10,0
"45","Barred Owl","ATOWLS-85334-7","101294","NB085","NB085-7","NB085-7","ATOWLS",12,5,2016,2,"37",1077263,"WindBeaufortStart",0,"TemperatureCelciusStart",9,"Precipitation",0,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",47.622292,-65.260002,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2016-05-12,133,10,0
"46","Barred Owl","ATOWLS-70522-10","100747","NB030","NB030-10","NB030-10","ATOWLS",4,4,2017,1,"37",1051830,"WindBeaufortStart",NA,"TemperatureCelciusStart",NA,"Precipitation",NA,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",45.36372,-66.211456,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-04-04,94,10,0
"47","Barred Owl","ATOWLS-70480-7","101384","NB096","NB096-7","NB096-7","ATOWLS",12,5,2017,2,"37",1030122,"WindBeaufortStart",2,"TemperatureCelciusStart",12,"Precipitation",0,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",47.22541,-67.484573,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-05-12,132,10,0
"48","Barred Owl","ATOWLS-85335-10","101527","NB113","NB113-10","NB113-10","ATOWLS",30,4,2017,4,"37",1051849,"WindBeaufortStart",0,"TemperatureCelciusStart",7,"Precipitation",0,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",45.555939,-65.608253,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-04-30,120,10,0
"49","Barred Owl","ATOWLS-70582-9","100826","NB038","NB038-9","NB038-9","ATOWLS",22,5,2017,3,"37",1030372,"WindBeaufortStart",2,"TemperatureCelciusStart",14,"Precipitation",0,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",47.006329,-66.074608,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-05-22,142,10,0
"50","Barred Owl","ATOWLS-70522-10","100747","NB030","NB030-10","NB030-10","ATOWLS",4,4,2017,1,"37",1051830,"WindBeaufortStart",NA,"TemperatureCelciusStart",NA,"Precipitation",NA,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",45.36372,-66.211456,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-04-04,94,10,0
"51","Barred Owl","ATOWLS-70582-9","100826","NB038","NB038-9","NB038-9","ATOWLS",22,5,2017,3,"37",1030372,"WindBeaufortStart",2,"TemperatureCelciusStart",14,"Precipitation",0,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",47.006329,-66.074608,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-05-22,142,10,0
"52","Barred Owl","ATOWLS-85330-8","101045","NB060","NB060-8","NB060-8","ATOWLS",30,4,2017,4,"37",1077609,"WindBeaufortStart",1,"TemperatureCelciusStart",6,"Precipitation",0,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",46.342381,-64.92041,14,"NB","TotalCount",1,"1st Min.",1,"2nd Min.",1,2017-04-30,120,10,1
"53","Barred Owl","ATOWLS-85333-9","101246","NB080","NB080-9","NB080-9","ATOWLS",4,5,2017,1,"37",1051847,"WindBeaufortStart",3,"TemperatureCelciusStart",12,"Precipitation",0,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",45.788521,-65.996941,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-05-04,124,10,0
"54","Barred Owl","ATOWLS-85333-5","101242","NB080","NB080-5","NB080-5","ATOWLS",4,5,2017,1,"37",1051847,"WindBeaufortStart",3,"TemperatureCelciusStart",12,"Precipitation",0,"NoiseLevel",2,"Repeat",NA,7590,"Strix varia",45.735741,-66.050461,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-05-04,124,10,0
"55","Barred Owl","ATOWLS-85337-7","101054","NB061","NB061-7","NB061-7","ATOWLS",13,5,2016,2,"37",1030081,"WindBeaufortStart",1,"TemperatureCelciusStart",15,"Precipitation",0,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",46.238541,-64.745209,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2016-05-13,134,10,0
"56","Barred Owl","ATOWLS-85338-7","100454","NB001","NB001-7","NB001-7","ATOWLS",13,5,2017,2,"37",1054918,"WindBeaufortStart",0,"TemperatureCelciusStart",14,"Precipitation",0,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",45.368771,-67.352982,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-05-13,133,10,0
"57","Barred Owl","ATOWLS-85330-8","101045","NB060","NB060-8","NB060-8","ATOWLS",30,4,2017,4,"37",1077609,"WindBeaufortStart",1,"TemperatureCelciusStart",6,"Precipitation",0,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",46.342381,-64.92041,14,"NB","TotalCount",1,"1st Min.",1,"2nd Min.",1,2017-04-30,120,10,1
"58","Barred Owl","ATOWLS-85343-9","100876","NB043","NB043-9","NB043-9","ATOWLS",4,5,2017,1,"37",1051811,"WindBeaufortStart",1,"TemperatureCelciusStart",12,"Precipitation",0,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",47.84074,-66.547081,14,"NB","TotalCount",1,"1st Min.",1,"2nd Min.",1,2017-05-04,124,10,1
"59","Barred Owl","ATOWLS-85343-9","100876","NB043","NB043-9","NB043-9","ATOWLS",4,5,2017,1,"37",1051811,"WindBeaufortStart",1,"TemperatureCelciusStart",12,"Precipitation",0,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",47.84074,-66.547081,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-05-04,124,10,0
"60","Barred Owl","ATOWLS-85333-7","101244","NB080","NB080-7","NB080-7","ATOWLS",4,5,2017,1,"37",1051847,"WindBeaufortStart",3,"TemperatureCelciusStart",12,"Precipitation",0,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",45.75882,-66.016487,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-05-04,124,10,0
"61","Barred Owl","ATOWLS-85333-9","101246","NB080","NB080-9","NB080-9","ATOWLS",4,5,2017,1,"37",1051847,"WindBeaufortStart",3,"TemperatureCelciusStart",12,"Precipitation",0,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",45.788521,-65.996941,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-05-04,124,10,0
"62","Barred Owl","ATOWLS-85333-10","101247","NB080","NB080-10","NB080-10","ATOWLS",4,5,2017,1,"37",1051847,"WindBeaufortStart",3,"TemperatureCelciusStart",12,"Precipitation",0,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",45.792271,-66.021156,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-05-04,124,10,0
"63","Barred Owl","ATOWLS-85333-10","101247","NB080","NB080-10","NB080-10","ATOWLS",4,5,2017,1,"37",1051847,"WindBeaufortStart",3,"TemperatureCelciusStart",12,"Precipitation",0,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",45.792271,-66.021156,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-05-04,124,10,0
"64","Barred Owl","ATOWLS-85336-10","101527","NB113","NB113-10","NB113-10","ATOWLS",20,4,2016,3,"37",1051849,"WindBeaufortStart",2,"TemperatureCelciusStart",4,"Precipitation",0,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",45.555939,-65.608253,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2016-04-20,111,10,0
"65","Barred Owl","ATOWLS-70480-8","101385","NB096","NB096-8","NB096-8","ATOWLS",12,5,2017,2,"37",1030122,"WindBeaufortStart",2,"TemperatureCelciusStart",12,"Precipitation",0,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",47.20866,-67.474823,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-05-12,132,10,0
"66","Barred Owl","ATOWLS-70518-4","100751","NB031","NB031-4","NB031-4","ATOWLS",18,4,2017,3,"37",1051830,"WindBeaufortStart",0,"TemperatureCelciusStart",13,"Precipitation",0,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",45.464359,-66.19104,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-04-18,108,10,0
"67","Barred Owl","ATOWLS-70522-10","100747","NB030","NB030-10","NB030-10","ATOWLS",4,4,2017,1,"37",1051830,"WindBeaufortStart",NA,"TemperatureCelciusStart",NA,"Precipitation",NA,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",45.36372,-66.211456,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-04-04,94,10,0
"68","Barred Owl","ATOWLS-85330-4","101041","NB060","NB060-4","NB060-4","ATOWLS",30,4,2017,4,"37",1077609,"WindBeaufortStart",1,"TemperatureCelciusStart",6,"Precipitation",0,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",46.273991,-64.862038,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-04-30,120,10,0
"69","Barred Owl","ATOWLS-85330-10","101047","NB060","NB060-10","NB060-10","ATOWLS",30,4,2017,4,"37",1077609,"WindBeaufortStart",1,"TemperatureCelciusStart",6,"Precipitation",0,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",46.372952,-64.94416,14,"NB","TotalCount",1,"1st Min.",1,"2nd Min.",1,2017-04-30,120,10,1
"70","Barred Owl","ATOWLS-85351-6","101503","NB110","NB110-6","NB110-6","ATOWLS",4,5,2017,1,"37",1051827,"WindBeaufortStart",0,"TemperatureCelciusStart",10,"Precipitation",0,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",45.342602,-67.147102,14,"NB","TotalCount",1,"1st Min.",1,"2nd Min.",1,2017-05-04,124,9,1
"71","Barred Owl","ATOWLS-70582-6","100823","NB038","NB038-6","NB038-6","ATOWLS",22,5,2017,3,"37",1030372,"WindBeaufortStart",2,"TemperatureCelciusStart",14,"Precipitation",0,"NoiseLevel",1,"Repeat",NA,7590,"Strix varia",47.004902,-66.170418,14,"NB","TotalCount",1,"1st Min.",0,"2nd Min.",0,2017-05-22,142,10,0
